"﻿ORDER_NO";"SCHEDULE_ID";"BUILD_TYPE";"BUILD_SEQ";"PREV_BUILD_SEQ";"NEXT_BUILD_SEQ";"PANE";"COMP";"QTY";"WEIGHT";"MAT_ID";"GLASS_NAME";"STEP_NO";"NEXT_STEP_NO";"PREV_STEP_NO";"STEP_NAME";"PLAN_SEQ";"PLANNED_MACHINE";"WTIME";"CYCLE_TIME";"SCHEDULED_DATE";"PLANNED_SHIFT"
2577161;447515;2;4;0;1;3;0;20;968;33206;"6 Standart ST зак";1110;21001;"";"Резка СП (закаленное стекло)";24;1004;0.699;4;"21.11.2023";1
2577161;447515;2;4;0;1;3;0;20;968;33206;"6 Standart ST зак";21001;25000;1110;"МО Обработка кромки";25;2160;0.926;4;"21.11.2023";1
2577161;447515;2;4;0;1;3;0;20;968;33206;"6 Standart ST зак";25000;"";21001;"Термообработка";34;2520;1.063;5;"21.11.2023";2
2577161;447515;3;5;0;1;0;1;20;0;526;"";40000;"";"";"Гнутье рамки";47;4000;0.592;0.59;"22.11.2023";1
2577161;447515;3;6;0;1;0;2;20;0;514;"";40000;"";"";"Гнутье рамки";47;4000;0.592;0.59;"22.11.2023";1
2577161;447517;1;1;2;0;0;0;5;605;"";"";50000;55000;"";"Сборка специальных с\п";49;5050;0.494;5;"22.11.2023";1
2577161;447517;1;1;2;0;0;0;5;605;"";"";55000;60000;50000;"Ящик";52;5500;0.003;0;"22.11.2023";2
2577161;447517;1;1;2;0;0;0;5;605;"";"";60000;70000;55000;"Упаковка прочая";53;6000;0.007;4;"22.11.2023";2
2577161;447517;1;1;2;0;0;0;5;605;"";"";70000;"";60000;"Погрузка";54;7000;0.028;0.03;"24.11.2023";1
2577161;447517;2;2;0;1;1;0;5;275;43761;"10 LartaPro HP Neutral 60/40 закрост";1110;21001;"";"Резка СП (закаленное стекло)";24;1004;0.274;4;"21.11.2023";1
2577161;447517;2;2;0;1;1;0;5;275;43761;"10 LartaPro HP Neutral 60/40 закрост";21001;25000;1110;"МО Обработка кромки";25;2203;0.338;4;"21.11.2023";1
2577161;447517;2;2;0;1;1;0;5;275;43761;"10 LartaPro HP Neutral 60/40 закрост";25000;"";21001;"Термообработка";34;2530;0.3;5;"21.11.2023";2
2577161;447517;2;3;0;1;2;0;5;165;13036;"6М1 Салават зак";1110;21001;"";"Резка СП (закаленное стекло)";24;1004;0.228;4;"21.11.2023";1
2577161;447517;2;3;0;1;2;0;5;165;13036;"6М1 Салават зак";21001;25000;1110;"МО Обработка кромки";25;2160;0.25;4;"21.11.2023";1
2577161;447517;2;3;0;1;2;0;5;165;13036;"6М1 Салават зак";25000;"";21001;"Термообработка";34;2530;0.186;5;"21.11.2023";2
2577161;447517;2;4;0;1;3;0;5;165;33206;"6 Standart ST зак";1110;21001;"";"Резка СП (закаленное стекло)";24;1004;0.228;4;"21.11.2023";1
2577161;447517;2;4;0;1;3;0;5;165;33206;"6 Standart ST зак";21001;25000;1110;"МО Обработка кромки";25;2160;0.25;4;"21.11.2023";1
2577161;447517;2;4;0;1;3;0;5;165;33206;"6 Standart ST зак";25000;"";21001;"Термообработка";34;2520;0.203;5;"21.11.2023";2
2577161;447517;3;5;0;1;0;1;5;0;526;"";40000;"";"";"Гнутье рамки";47;4000;0.099;0.1;"22.11.2023";1
2577161;447517;3;6;0;1;0;2;5;0;514;"";40000;"";"";"Гнутье рамки";47;4000;0.099;0.1;"22.11.2023";1
2577161;447518;1;1;2;0;0;0;1;50;"";"";50000;55000;"";"Сборка специальных с\п";57;5050;0.206;5;"22.11.2023";1
2577161;447518;1;1;2;0;0;0;1;50;"";"";55000;60000;50000;"Ящик";60;5500;0.001;0;"22.11.2023";2
2577161;447518;1;1;2;0;0;0;1;50;"";"";60000;70000;55000;"Упаковка прочая";61;6000;0.001;0;"22.11.2023";2
2577161;447518;1;1;2;0;0;0;1;50;"";"";70000;"";60000;"Погрузка";62;7000;0.006;0.016;"24.11.2023";1
2577161;447518;2;2;0;1;1;0;1;23;43761;"10 LartaPro HP Neutral 60/40 закрост";1110;21001;"";"Резка СП (закаленное стекло)";24;1005;0.01;4;"21.11.2023";1
2577161;447518;2;2;0;1;1;0;1;23;43761;"10 LartaPro HP Neutral 60/40 закрост";21001;25000;1110;"МО Обработка кромки";25;2201;0.058;4;"21.11.2023";1
2577161;447518;2;2;0;1;1;0;1;23;43761;"10 LartaPro HP Neutral 60/40 закрост";25000;"";21001;"Термообработка";34;2530;0.032;5;"21.11.2023";2
2577161;447518;2;3;0;1;2;0;1;14;10036;"6М1 Салават";1120;21001;"";"Резка СП (сырое стекло)";11;1004;0.01;4;"21.11.2023";2
2577161;447518;2;3;0;1;2;0;1;14;10036;"6М1 Салават";21001;"";1120;"МО Обработка кромки";12;2160;0.031;4;"21.11.2023";2
2577161;447518;2;4;0;1;3;0;1;14;99896;"6 Standart Low-E";1120;21001;"";"Резка СП (сырое стекло)";11;100;0.013;4;"21.11.2023";1
2577161;447518;2;4;0;1;3;0;1;14;99896;"6 Standart Low-E";21001;"";1120;"МО Обработка кромки";12;2160;0.031;4;"21.11.2023";2
2577161;447518;3;5;0;1;0;1;1;0;526;"";40000;"";"";"Гнутье рамки";55;4000;0.019;0.02;"22.11.2023";1
2577161;447518;3;6;0;1;0;2;1;0;514;"";40000;"";"";"Гнутье рамки";55;4000;0.019;0.02;"22.11.2023";1
2577161;447519;1;1;2;0;0;0;12;1690;"";"";50000;6100;"";"Сборка специальных с\п";49;5050;0.853;5;"22.11.2023";1
2577161;447519;1;1;2;0;0;0;12;1690;"";"";6100;55000;50000;"Сушка пакетов";52;601;0.007;36;"22.11.2023";2
2577161;447519;1;1;2;0;0;0;12;1690;"";"";55000;60000;6100;"Ящик";53;5500;0.007;0.016;"24.11.2023";1
2577161;447519;1;1;2;0;0;0;12;1690;"";"";60000;70000;55000;"Упаковка прочая";54;6000;0.017;4;"24.11.2023";1
2577161;447519;1;1;2;0;0;0;12;1690;"";"";70000;"";60000;"Погрузка";55;7000;0.067;0.07;"28.11.2023";1
2577161;447519;2;2;0;1;1;0;12;590;43761;"10 LartaPro HP Neutral 60/40 закрост";1110;21001;"";"Резка СП (закаленное стекло)";24;1005;0.462;4;"20.11.2023";2
2577161;447519;2;2;0;1;1;0;12;590;43761;"10 LartaPro HP Neutral 60/40 закрост";21001;25000;1110;"МО Обработка кромки";25;2201;0.765;4;"21.11.2023";1
2577161;447519;2;2;0;1;1;0;12;590;43761;"10 LartaPro HP Neutral 60/40 закрост";25000;"";21001;"Термообработка";34;2530;0.631;5;"21.11.2023";2
2577161;447519;2;3;0;1;2;0;12;354;13036;"6М1 Салават зак";1110;21001;"";"Резка СП (закаленное стекло)";24;1004;0.254;4;"20.11.2023";2
2577161;447519;2;3;0;1;2;0;12;354;13036;"6М1 Салават зак";21001;25000;1110;"МО Обработка кромки";25;2160;0.428;4;"21.11.2023";1
2577161;447519;2;3;0;1;2;0;12;354;13036;"6М1 Салават зак";25000;"";21001;"Термообработка";34;270;0.864;5;"21.11.2023";2
2577161;447519;2;4;5;1;3;0;12;747;96302;"MGLaminat 66.4 закаленный";3000;3002;"";"Сборка ламината";20;320;1.347;6;"20.11.2023";2
2577161;447519;2;4;5;1;3;0;12;747;96302;"MGLaminat 66.4 закаленный";3002;6400;3000;"Ламинация";21;322;0.914;10;"21.11.2023";1
2577161;447519;2;4;5;1;3;0;12;747;96302;"MGLaminat 66.4 закаленный";6400;"";3002;"Мойка стекла";44;604;0.551;0.55;"21.11.2023";2
2577161;447519;4;5;0;4;3;1;12;354;30206;"6 Standart ST";11110;12001;"";"Резка комп ламината (СП закал)";1;1004;0.462;4;"19.11.2023";2
2577161;447519;4;5;0;4;3;1;12;354;30206;"6 Standart ST";12001;12500;11110;"МО Обработка кромки (комп.)";2;2160;0.428;4;"20.11.2023";1
2577161;447519;4;5;0;4;3;1;12;354;30206;"6 Standart ST";12500;"";12001;"Термообработка (на ламинат)";11;2520;0.561;5;"20.11.2023";2
2577161;447519;4;7;0;4;3;3;12;354;10036;"6М1 Салават";11110;12001;"";"Резка комп ламината (СП закал)";1;1004;0.254;4;"19.11.2023";2
2577161;447519;4;7;0;4;3;3;12;354;10036;"6М1 Салават";12001;12500;11110;"МО Обработка кромки (комп.)";2;2160;0.428;4;"20.11.2023";1
2577161;447519;4;7;0;4;3;3;12;354;10036;"6М1 Салават";12500;"";12001;"Термообработка (на ламинат)";11;270;0.864;5;"21.11.2023";1
2577161;447519;3;8;0;1;0;1;12;0;526;"";40000;"";"";"Гнутье рамки";47;4000;0.296;0.3;"21.11.2023";2
2577161;447519;3;9;0;1;0;2;12;0;514;"";40000;"";"";"Гнутье рамки";47;4000;0.296;0.3;"21.11.2023";2
2578130;447528;1;1;2;0;0;0;4;610;"";"";50000;55000;"";"Сборка специальных с\п";51;5050;0.739;5;"25.11.2023";1
2578130;447528;1;1;2;0;0;0;4;610;"";"";55000;60000;50000;"Ящик";54;5500;0.002;0;"26.11.2023";1
2578130;447528;1;1;2;0;0;0;4;610;"";"";60000;70000;55000;"Упаковка прочая";55;6000;0.006;4;"26.11.2023";1
2578130;447528;1;1;2;0;0;0;4;610;"";"";70000;"";60000;"Погрузка";56;7000;0.022;0.02;"28.11.2023";1
2578130;447528;2;2;0;1;1;0;1;24;33046;"6 Energy Light T on Planibel clear зак";1110;21001;"";"Резка СП (закаленное стекло)";24;1004;0.033;4;"24.11.2023";1
2578130;447528;2;2;0;1;1;0;1;24;33046;"6 Energy Light T on Planibel clear зак";21001;25000;1110;"МО Обработка кромки";25;2203;0.038;4;"24.11.2023";1
2578130;447528;2;2;0;1;1;0;1;24;33046;"6 Energy Light T on Planibel clear зак";25000;"";21001;"Термообработка";34;2530;0.034;5;"24.11.2023";2
2578130;447528;2;2;0;1;1;0;3;215;33048;"8 Energy Light T on Planibel Clear зак";1110;21001;"";"Резка СП (закаленное стекло)";24;1004;0.221;4;"24.11.2023";1
2578130;447528;2;2;0;1;1;0;3;215;33048;"8 Energy Light T on Planibel Clear зак";21001;25000;1110;"МО Обработка кромки";25;2203;0.278;4;"24.11.2023";1
2578130;447528;2;2;0;1;1;0;3;215;33048;"8 Energy Light T on Planibel Clear зак";25000;"";21001;"Термообработка";34;2530;0.231;5;"24.11.2023";2
2578130;447528;2;3;0;1;2;0;4;185;13036;"6М1 Салават зак";1110;21001;"";"Резка СП (закаленное стекло)";25;1004;0.254;4;"24.11.2023";1
2578130;447528;2;3;0;1;2;0;4;185;13036;"6М1 Салават зак";21001;6700;1110;"МО Обработка кромки";26;2203;0.215;4;"24.11.2023";1
2578130;447528;2;3;0;1;2;0;4;185;13036;"6М1 Салават зак";6700;25000;21001;"Обратночитаемая маркировка";35;605;0.001;0;"24.11.2023";2
2578130;447528;2;3;0;1;2;0;4;185;13036;"6М1 Салават зак";25000;"";6700;"Термообработка";36;270;0.473;5;"24.11.2023";2
2578130;447528;2;4;0;1;3;0;4;185;33206;"6 Standart ST зак";1110;21001;"";"Резка СП (закаленное стекло)";25;1004;0.254;4;"24.11.2023";1
2578130;447528;2;4;0;1;3;0;4;185;33206;"6 Standart ST зак";21001;6700;1110;"МО Обработка кромки";26;2160;0.239;4;"24.11.2023";1
2578130;447528;2;4;0;1;3;0;4;185;33206;"6 Standart ST зак";6700;25000;21001;"Обратночитаемая маркировка";35;605;0.001;0;"24.11.2023";2
2578130;447528;2;4;0;1;3;0;4;185;33206;"6 Standart ST зак";25000;"";6700;"Термообработка";36;2520;0.207;5;"24.11.2023";2
2578130;447528;3;5;0;1;0;1;4;0;2116;"";40000;"";"";"Гнутье рамки";49;4000;0.149;0.15;"25.11.2023";1
2578130;447528;3;6;0;1;0;2;3;0;2114;"";40000;"";"";"Гнутье рамки";49;4000;0.126;0.13;"25.11.2023";1
2578130;447528;3;6;0;1;0;2;1;0;2116;"";40000;"";"";"Гнутье рамки";49;4000;0.023;0.02;"25.11.2023";1
2574596;448373;1;1;2;0;0;0;20;14067;"";"";50000;6100;"";"Сборка специальных с\п";52;5100;4.711;5;"18.11.2023";2
2574596;448373;1;1;2;0;0;0;20;14067;"";"";6100;55000;50000;"Сушка пакетов";55;601;0.011;36;"18.11.2023";2
2574596;448373;1;1;2;0;0;0;20;14067;"";"";55000;60000;6100;"Ящик";56;5500;0.011;0.016;"20.11.2023";1
2574596;448373;1;1;2;0;0;0;20;14067;"";"";60000;70000;55000;"Упаковка прочая";57;6000;0.028;4;"20.11.2023";2
2574596;448373;1;1;2;0;0;0;20;14067;"";"";70000;"";60000;"Погрузка";58;7000;0.111;0.11;"23.11.2023";1
2574596;448373;2;2;0;1;1;0;20;4058;43761;"10 LartaPro HP Neutral 60/40 закрост";1110;21001;"";"Резка СП (закаленное стекло)";24;1005;3.972;4;"16.11.2023";1
2574596;448373;2;2;0;1;1;0;20;4058;43761;"10 LartaPro HP Neutral 60/40 закрост";21001;25000;1110;"МО Обработка кромки";25;2201;3.094;4;"16.11.2023";2
2574596;448373;2;2;0;1;1;0;20;4058;43761;"10 LartaPro HP Neutral 60/40 закрост";25000;"";21001;"Термообработка";34;2540;4.35;5;"17.11.2023";1
2574596;448373;2;3;0;1;2;0;20;3247;12308;"8ExtraClear Рязаньзак";1110;21001;"";"Резка СП (закаленное стекло)";24;1005;2.256;4;"16.11.2023";2
2574596;448373;2;3;0;1;2;0;20;3247;12308;"8ExtraClear Рязаньзак";21001;25000;1110;"МО Обработка кромки";25;2201;4.467;4.47;"17.11.2023";1
2574596;448373;2;3;0;1;2;0;20;3247;12308;"8ExtraClear Рязаньзак";25000;"";21001;"Термообработка";34;2500;3.189;5;"17.11.2023";1
2574596;448373;2;4;5;1;3;0;20;6762;98321;"MGLaminat 88.4 термоупрочненный";3000;3002;"";"Сборка ламината";21;320;5.044;6;"17.11.2023";1
2574596;448373;2;4;5;1;3;0;20;6762;98321;"MGLaminat 88.4 термоупрочненный";3002;6400;3000;"Ламинация";22;322;8.267;10;"17.11.2023";2
2574596;448373;2;4;5;1;3;0;20;6762;98321;"MGLaminat 88.4 термоупрочненный";6400;"";3002;"Мойка стекла";45;604;3.789;3.79;"18.11.2023";1
2574596;448373;4;5;0;4;3;1;20;3247;12008;"8ExtraClear Larta Рязань";11110;12001;"";"Резка комп ламината (СП закал)";1;1005;2.256;4;"15.11.2023";1
2574596;448373;4;5;0;4;3;1;20;3247;12008;"8ExtraClear Larta Рязань";12001;6701;11110;"МО Обработка кромки (комп.)";2;2201;4.467;4.47;"15.11.2023";2
2574596;448373;4;5;0;4;3;1;20;3247;12008;"8ExtraClear Larta Рязань";6701;12500;12001;"Обратночитаемая маркировка LAM";11;605;0.006;0.016;"15.11.2023";2
2574596;448373;4;5;0;4;3;1;20;3247;12008;"8ExtraClear Larta Рязань";12500;"";6701;"Термообработка (на ламинат)";12;2530;3.144;5;"16.11.2023";1
2574596;448373;4;7;0;4;3;3;20;3247;12108;"8ExtraClear Larta Ряз MG";11110;12001;"";"Резка комп ламината (СП закал)";1;1005;2.256;4;"15.11.2023";1
2574596;448373;4;7;0;4;3;3;20;3247;12108;"8ExtraClear Larta Ряз MG";12001;12411;11110;"МО Обработка кромки (комп.)";2;2201;4.467;4.47;"14.11.2023";1
2574596;448373;4;7;0;4;3;3;20;3247;12108;"8ExtraClear Larta Ряз MG";12411;12500;12001;"Печать 1 пр на ламинат";8;242;3.139;5;"15.11.2023";2
2574596;448373;4;7;0;4;3;3;20;3247;12108;"8ExtraClear Larta Ряз MG";12500;"";12411;"Термообработка (на ламинат)";11;2500;3.483;5;"16.11.2023";2
2574596;448373;3;8;0;1;0;1;20;0;526;"";40000;"";"";"Гнутье рамки";50;4000;1.267;1.27;"18.11.2023";1
2574596;448373;3;9;0;1;0;2;20;0;526;"";40000;"";"";"Гнутье рамки";50;4000;1.267;1.27;"18.11.2023";1
2574596;448374;1;1;2;0;0;0;20;14067;"";"";50000;6100;"";"Сборка специальных с\п";52;5100;4.711;5;"19.11.2023";2
2574596;448374;1;1;2;0;0;0;20;14067;"";"";6100;55000;50000;"Сушка пакетов";55;601;0.011;36;"20.11.2023";1
2574596;448374;1;1;2;0;0;0;20;14067;"";"";55000;60000;6100;"Ящик";56;5500;0.011;0.016;"21.11.2023";2
2574596;448374;1;1;2;0;0;0;20;14067;"";"";60000;70000;55000;"Упаковка прочая";57;6000;0.028;4;"21.11.2023";2
2574596;448374;1;1;2;0;0;0;20;14067;"";"";70000;"";60000;"Погрузка";58;7000;0.111;0.11;"24.11.2023";1
2574596;448374;2;2;0;1;1;0;20;4058;43761;"10 LartaPro HP Neutral 60/40 закрост";1110;21001;"";"Резка СП (закаленное стекло)";24;1005;3.972;4;"17.11.2023";2
2574596;448374;2;2;0;1;1;0;20;4058;43761;"10 LartaPro HP Neutral 60/40 закрост";21001;25000;1110;"МО Обработка кромки";25;2201;3.094;4;"18.11.2023";1
2574596;448374;2;2;0;1;1;0;20;4058;43761;"10 LartaPro HP Neutral 60/40 закрост";25000;"";21001;"Термообработка";34;2540;4.35;5;"18.11.2023";2
2574596;448374;2;3;0;1;2;0;20;3247;12308;"8ExtraClear Рязаньзак";1110;21001;"";"Резка СП (закаленное стекло)";24;1005;2.256;4;"17.11.2023";2
2574596;448374;2;3;0;1;2;0;20;3247;12308;"8ExtraClear Рязаньзак";21001;25000;1110;"МО Обработка кромки";25;2201;4.467;4.47;"18.11.2023";1
2574596;448374;2;3;0;1;2;0;20;3247;12308;"8ExtraClear Рязаньзак";25000;"";21001;"Термообработка";34;2520;3.189;5;"18.11.2023";2
2574596;448374;2;4;5;1;3;0;20;6762;98321;"MGLaminat 88.4 термоупрочненный";3000;3002;"";"Сборка ламината";21;320;5.044;6;"18.11.2023";1
2574596;448374;2;4;5;1;3;0;20;6762;98321;"MGLaminat 88.4 термоупрочненный";3002;6400;3000;"Ламинация";22;322;8.267;10;"18.11.2023";1
2574596;448374;2;4;5;1;3;0;20;6762;98321;"MGLaminat 88.4 термоупрочненный";6400;"";3002;"Мойка стекла";45;604;3.789;3.79;"18.11.2023";2
2574596;448374;4;5;0;4;3;1;20;3247;12008;"8ExtraClear Larta Рязань";11110;12001;"";"Резка комп ламината (СП закал)";1;1005;2.256;4;"16.11.2023";2
2574596;448374;4;5;0;4;3;1;20;3247;12008;"8ExtraClear Larta Рязань";12001;6701;11110;"МО Обработка кромки (комп.)";2;2201;4.467;4.47;"17.11.2023";1
2574596;448374;4;5;0;4;3;1;20;3247;12008;"8ExtraClear Larta Рязань";6701;12500;12001;"Обратночитаемая маркировка LAM";11;605;0.006;0.016;"17.11.2023";1
2574596;448374;4;5;0;4;3;1;20;3247;12008;"8ExtraClear Larta Рязань";12500;"";6701;"Термообработка (на ламинат)";12;2530;3.144;5;"17.11.2023";1
2574596;448374;4;7;0;4;3;3;20;3247;12108;"8ExtraClear Larta Ряз MG";11110;12001;"";"Резка комп ламината (СП закал)";1;1005;2.256;4;"15.11.2023";1
2574596;448374;4;7;0;4;3;3;20;3247;12108;"8ExtraClear Larta Ряз MG";12001;12411;11110;"МО Обработка кромки (комп.)";2;2201;4.467;4.47;"15.11.2023";2
2574596;448374;4;7;0;4;3;3;20;3247;12108;"8ExtraClear Larta Ряз MG";12411;12500;12001;"Печать 1 пр на ламинат";8;242;3.139;5;"16.11.2023";2
2574596;448374;4;7;0;4;3;3;20;3247;12108;"8ExtraClear Larta Ряз MG";12500;"";12411;"Термообработка (на ламинат)";11;2500;3.483;5;"17.11.2023";1
2574596;448374;3;8;0;1;0;1;20;0;526;"";40000;"";"";"Гнутье рамки";50;4000;1.267;1.27;"18.11.2023";2
2574596;448374;3;9;0;1;0;2;20;0;526;"";40000;"";"";"Гнутье рамки";50;4000;1.267;1.27;"18.11.2023";2
2578387;448446;1;1;2;0;0;0;50;16899;"";"";50000;55000;"";"Сборка специальных с\п";51;5100;8.806;8.81;"16.12.2023";2
2578387;448446;1;1;2;0;0;0;50;16899;"";"";55000;60000;50000;"Ящик";54;5500;0.028;0.03;"17.12.2023";1
2578387;448446;1;1;2;0;0;0;50;16899;"";"";60000;70000;55000;"Упаковка прочая";55;6000;0.069;4;"17.12.2023";1
2578387;448446;1;1;2;0;0;0;50;16899;"";"";70000;"";60000;"Погрузка";56;7000;0.278;0.28;"21.12.2023";1
2578387;448446;2;2;0;1;1;0;50;5511;43720;"10 LartaPro HP Neutral 50/32 Ряззак";1110;21001;"";"Резка СП (закаленное стекло)";24;1004;2.556;4;"11.12.2023";2
2578387;448446;2;2;0;1;1;0;50;5511;43720;"10 LartaPro HP Neutral 50/32 Ряззак";21001;25000;1110;"МО Обработка кромки";25;2203;4.833;4.83;"12.12.2023";1
2578387;448446;2;2;0;1;1;0;50;5511;43720;"10 LartaPro HP Neutral 50/32 Ряззак";25000;25149;21001;"Термообработка";34;2540;5.917;5.92;"12.12.2023";2
2578387;448446;2;2;0;1;1;0;50;5511;43720;"10 LartaPro HP Neutral 50/32 Ряззак";25149;25150;25000;"Heat Soak Test загрузка";35;1501;19.236;18;"14.12.2023";2
2578387;448446;2;2;0;1;1;0;50;5511;43720;"10 LartaPro HP Neutral 50/32 Ряззак";25150;"";25149;"Heat Soak Test разгрузка";36;1500;0.014;0.016;"15.12.2023";2
2578387;448446;2;3;0;1;2;0;50;4409;12308;"8ExtraClear Рязаньзак";1110;21001;"";"Резка СП (закаленное стекло)";25;1051;2.389;4;"14.12.2023";2
2578387;448446;2;3;0;1;2;0;50;4409;12308;"8ExtraClear Рязаньзак";21001;6700;1110;"МО Обработка кромки";26;2150;5.375;5.38;"15.12.2023";1
2578387;448446;2;3;0;1;2;0;50;4409;12308;"8ExtraClear Рязаньзак";6700;25000;21001;"Обратночитаемая маркировка";35;605;0.014;0.016;"15.12.2023";2
2578387;448446;2;3;0;1;2;0;50;4409;12308;"8ExtraClear Рязаньзак";25000;"";6700;"Термообработка";36;2500;4.333;5;"15.12.2023";2
2578387;448446;2;4;5;1;3;0;50;6979;96410;"MGLaminat 6NT6.4зак";3000;3002;"";"Сборка ламината";21;320;8.417;8.42;"14.12.2023";1
2578387;448446;2;4;5;1;3;0;50;6979;96410;"MGLaminat 6NT6.4зак";3002;6400;3000;"Ламинация";22;322;8.542;10;"14.12.2023";2
2578387;448446;2;4;5;1;3;0;50;6979;96410;"MGLaminat 6NT6.4зак";6400;"";3002;"Мойка стекла";45;604;5.153;5.15;"15.12.2023";1
2578387;448446;4;5;0;4;3;1;50;3307;30756;"6 мм LartaPro Premium T";11110;12001;"";"Резка комп ламината (СП закал)";1;1050;2.389;4;"12.12.2023";2
2578387;448446;4;5;0;4;3;1;50;3307;30756;"6 мм LartaPro Premium T";12001;6701;11110;"МО Обработка кромки (комп.)";2;2150;3.056;4;"13.12.2023";1
2578387;448446;4;5;0;4;3;1;50;3307;30756;"6 мм LartaPro Premium T";6701;12500;12001;"Обратночитаемая маркировка LAM";11;605;0.014;0.016;"13.12.2023";2
2578387;448446;4;5;0;4;3;1;50;3307;30756;"6 мм LartaPro Premium T";12500;"";6701;"Термообработка (на ламинат)";12;2530;5.222;5.22;"13.12.2023";2
2578387;448446;4;7;0;4;3;3;50;3307;12006;"6ExtraClear Larta Рязань";11110;12001;"";"Резка комп ламината (СП закал)";1;1051;2.389;4;"12.12.2023";2
2578387;448446;4;7;0;4;3;3;50;3307;12006;"6ExtraClear Larta Рязань";12001;6701;11110;"МО Обработка кромки (комп.)";2;2150;3.056;4;"13.12.2023";1
2578387;448446;4;7;0;4;3;3;50;3307;12006;"6ExtraClear Larta Рязань";6701;12500;12001;"Обратночитаемая маркировка LAM";11;605;0.014;0.016;"13.12.2023";2
2578387;448446;4;7;0;4;3;3;50;3307;12006;"6ExtraClear Larta Рязань";12500;"";6701;"Термообработка (на ламинат)";12;2530;3.222;5;"13.12.2023";2
2578387;448446;3;8;0;1;0;1;50;0;518;"";40000;"";"";"Гнутье рамки";49;4000;1.958;1.96;"15.12.2023";2
2578387;448446;3;9;0;1;0;2;50;0;526;"";40000;"";"";"Гнутье рамки";49;4000;1.958;1.96;"15.12.2023";2
2578387;448447;1;1;2;0;0;0;50;4416;"";"";50000;6100;"";"Сборка специальных с\п";47;5050;2.278;5;"15.12.2023";2
2578387;448447;1;1;2;0;0;0;50;4416;"";"";6100;55000;50000;"Сушка пакетов";50;601;0.028;36;"16.12.2023";1
2578387;448447;1;1;2;0;0;0;50;4416;"";"";55000;60000;6100;"Ящик";51;5500;0.028;0.03;"17.12.2023";2
2578387;448447;1;1;2;0;0;0;50;4416;"";"";60000;70000;55000;"Упаковка прочая";52;6000;0.069;4;"17.12.2023";2
2578387;448447;1;1;2;0;0;0;50;4416;"";"";70000;"";60000;"Погрузка";53;7000;0.278;0.28;"22.12.2023";1
2578387;448447;2;2;0;1;1;0;50;2760;43720;"10 LartaPro HP Neutral 50/32 Ряззак";1110;21001;"";"Резка СП (закаленное стекло)";24;1004;2.167;4;"12.12.2023";2
2578387;448447;2;2;0;1;1;0;50;2760;43720;"10 LartaPro HP Neutral 50/32 Ряззак";21001;25000;1110;"МО Обработка кромки";25;2203;3.083;4;"13.12.2023";1
2578387;448447;2;2;0;1;1;0;50;2760;43720;"10 LartaPro HP Neutral 50/32 Ряззак";25000;25149;21001;"Термообработка";34;2530;2.958;5;"13.12.2023";2
2578387;448447;2;2;0;1;1;0;50;2760;43720;"10 LartaPro HP Neutral 50/32 Ряззак";25149;25150;25000;"Heat Soak Test загрузка";35;1501;9.611;12;"14.12.2023";1
2578387;448447;2;2;0;1;1;0;50;2760;43720;"10 LartaPro HP Neutral 50/32 Ряззак";25150;"";25149;"Heat Soak Test разгрузка";36;1500;0.014;0.016;"15.12.2023";1
2578387;448447;2;3;0;1;2;0;50;1656;12106;"6ExtraClear Larta Ряз MG";1110;21001;"";"Резка СП (закаленное стекло)";24;1051;1.167;4;"13.12.2023";2
2578387;448447;2;3;0;1;2;0;50;1656;12106;"6ExtraClear Larta Ряз MG";21001;2430;1110;"МО Обработка кромки";25;2150;2.042;4;"14.12.2023";1
2578387;448447;2;3;0;1;2;0;50;1656;12106;"6ExtraClear Larta Ряз MG";2430;25000;21001;"Покраска1";28;243;2.681;4;"14.12.2023";2
2578387;448447;2;3;0;1;2;0;50;1656;12106;"6ExtraClear Larta Ряз MG";25000;"";2430;"Термообработка";34;270;4.486;5;"14.12.2023";2
2578387;448447;3;4;0;1;0;1;50;0;526;"";40000;"";"";"Гнутье рамки";45;4000;1.25;1.25;"15.12.2023";1
2578387;448448;1;1;2;0;0;0;50;21480;"";"";50000;55000;"";"Сборка специальных с\п";51;5100;9.278;9.28;"17.12.2023";2
2578387;448448;1;1;2;0;0;0;50;21480;"";"";55000;60000;50000;"Ящик";54;5500;0.028;0.03;"18.12.2023";1
2578387;448448;1;1;2;0;0;0;50;21480;"";"";60000;70000;55000;"Упаковка прочая";55;6000;0.069;4;"18.12.2023";1
2578387;448448;1;1;2;0;0;0;50;21480;"";"";70000;"";60000;"Погрузка";56;7000;0.278;0.28;"22.12.2023";1
2578387;448448;2;2;0;1;1;0;50;7005;43720;"10 LartaPro HP Neutral 50/32 Ряззак";1110;21001;"";"Резка СП (закаленное стекло)";24;1004;3.222;4;"13.12.2023";2
2578387;448448;2;2;0;1;1;0;50;7005;43720;"10 LartaPro HP Neutral 50/32 Ряззак";21001;25000;1110;"МО Обработка кромки";25;2203;5.083;5.08;"14.12.2023";1
2578387;448448;2;2;0;1;1;0;50;7005;43720;"10 LartaPro HP Neutral 50/32 Ряззак";25000;25149;21001;"Термообработка";34;2540;7.5;7.5;"14.12.2023";2
2578387;448448;2;2;0;1;1;0;50;7005;43720;"10 LartaPro HP Neutral 50/32 Ряззак";25149;25150;25000;"Heat Soak Test загрузка";35;1501;19.236;18;"15.12.2023";1
