CALENDAR_NR;C_DATE;C_SHIFT;CALENDAR
90007;17.02.2024;1;18,1
90007;17.02.2024;2;9,71
90007;18.02.2024;1;18,1
90007;18.02.2024;2;9,71
90007;19.02.2024;1;18,1
90007;19.02.2024;2;9,71
90007;20.02.2024;1;18,1
90007;20.02.2024;2;9,71
90007;21.02.2024;1;18,1
90007;21.02.2024;2;9,71
90007;22.02.2024;1;18,1
90007;22.02.2024;2;9,71
90007;23.02.2024;1;18,1
90007;23.02.2024;2;9,71
90007;24.02.2024;1;18,1
90007;24.02.2024;2;9,71
90007;25.02.2024;1;18,1
90007;25.02.2024;2;9,71
90007;26.02.2024;1;18,1
90007;26.02.2024;2;9,71
90007;27.02.2024;1;18,1
90007;27.02.2024;2;9,71
90007;28.02.2024;1;18,1
90007;28.02.2024;2;9,71
90008;01.11.2023;1;40,87
90008;01.11.2023;2;40,87
90008;02.11.2023;1;32,6
90008;02.11.2023;2;40,39
90008;03.11.2023;1;42,43
90008;03.11.2023;2;42,43
90008;04.11.2023;1;40,87
90008;04.11.2023;2;40,99
90008;05.11.2023;1;57,41
90008;05.11.2023;2;27,45
90008;06.11.2023;1;42,43
90008;06.11.2023;2;42,43
90008;07.11.2023;1;42,43
90008;07.11.2023;2;42,43
90008;08.11.2023;1;40,87
90008;08.11.2023;2;40,87
90008;09.11.2023;1;32,6
90008;09.11.2023;2;40,39
90008;10.11.2023;1;42,43
90008;10.11.2023;2;42,43
90008;11.11.2023;1;40,87
90008;11.11.2023;2;40,99
90008;12.11.2023;1;57,41
90008;12.11.2023;2;27,45
90008;13.11.2023;1;42,43
90008;13.11.2023;2;42,43
90008;14.11.2023;1;42,43
90008;14.11.2023;2;42,43
90008;15.11.2023;1;31,88
90008;15.11.2023;2;31,88
90008;16.11.2023;1;32,6
90008;16.11.2023;2;40,39
90008;17.11.2023;1;42,43
90008;17.11.2023;2;42,43
90008;18.11.2023;1;40,87
90008;18.11.2023;2;40,99
90008;19.11.2023;1;57,41
90008;19.11.2023;2;27,45
90008;20.11.2023;1;42,43
90008;20.11.2023;2;42,43
90008;21.11.2023;1;42,43
90008;21.11.2023;2;42,43
90008;22.11.2023;1;40,87
90008;22.11.2023;2;40,87
90008;23.11.2023;1;32,6
90008;23.11.2023;2;40,39
90008;24.11.2023;1;42,43
90008;24.11.2023;2;42,43
90008;25.11.2023;1;40,87
90008;25.11.2023;2;40,99
90008;26.11.2023;1;57,41
90008;26.11.2023;2;27,45
90008;27.11.2023;1;42,43
90008;27.11.2023;2;42,43
90008;28.11.2023;1;42,43
90008;28.11.2023;2;42,43
90008;29.11.2023;1;40,87
90008;29.11.2023;2;40,87
90008;30.11.2023;1;40,39
90008;30.11.2023;2;40,39
90008;01.12.2023;1;42,43
90008;01.12.2023;2;42,43
90008;02.12.2023;1;40,87
90008;02.12.2023;2;40,99
90008;03.12.2023;1;57,41
90008;03.12.2023;2;27,45
90008;04.12.2023;1;33,44
90008;04.12.2023;2;33,44
90008;05.12.2023;1;33,44
90008;05.12.2023;2;33,44
90008;06.12.2023;1;31,88
90008;06.12.2023;2;31,88
90008;07.12.2023;1;31,4
90008;07.12.2023;2;31,4
90008;08.12.2023;1;33,44
90008;08.12.2023;2;33,44
90008;09.12.2023;1;40,87
90008;09.12.2023;2;40,99
90008;10.12.2023;1;57,41
90008;10.12.2023;2;27,45
90008;11.12.2023;1;42,43
90008;11.12.2023;2;42,43
90008;12.12.2023;1;42,43
90008;12.12.2023;2;42,43
90008;13.12.2023;1;40,87
90008;13.12.2023;2;40,87
90008;14.12.2023;1;32,6
90008;14.12.2023;2;40,39
90008;15.12.2023;1;42,43
90008;15.12.2023;2;42,43
90008;16.12.2023;1;40,87
90008;16.12.2023;2;40,99
90008;17.12.2023;1;57,41
90008;17.12.2023;2;27,45
90008;18.12.2023;1;42,43
90008;18.12.2023;2;42,43
90008;19.12.2023;1;42,43
90008;19.12.2023;2;42,43
90008;20.12.2023;1;40,87
90008;20.12.2023;2;40,87
90008;21.12.2023;1;32,6
90008;21.12.2023;2;40,39
90008;22.12.2023;1;42,43
90008;22.12.2023;2;42,43
90008;23.12.2023;1;40,87
90008;23.12.2023;2;40,99
90008;24.12.2023;1;57,41
90008;24.12.2023;2;27,45
90008;25.12.2023;1;42,43
90008;25.12.2023;2;42,43
90008;26.12.2023;1;42,43
90008;26.12.2023;2;42,43
90008;27.12.2023;1;40,87
90008;27.12.2023;2;40,87
90008;28.12.2023;1;9,71
90008;28.12.2023;2;17,5
90008;29.12.2023;1;0
90008;29.12.2023;2;0
90008;30.12.2023;1;0
90008;30.12.2023;2;0
90008;31.12.2023;1;0
90008;31.12.2023;2;0
90008;01.01.2024;1;0
90008;01.01.2024;2;0
90008;02.01.2024;1;0
90008;02.01.2024;2;0
90008;03.01.2024;1;0
90008;03.01.2024;2;0
90008;04.01.2024;1;0
90008;04.01.2024;2;0
90008;05.01.2024;1;0
90008;05.01.2024;2;0
90008;06.01.2024;1;0
90008;06.01.2024;2;0
90008;07.01.2024;1;0
90008;07.01.2024;2;0
90008;08.01.2024;1;0
90008;08.01.2024;2;0
90008;09.01.2024;1;42,43
90008;09.01.2024;2;42,43
90008;10.01.2024;1;40,87
90008;10.01.2024;2;40,87
90008;11.01.2024;1;40,39
90008;11.01.2024;2;40,39
90008;12.01.2024;1;34,64
90008;12.01.2024;2;42,43
90008;13.01.2024;1;40,87
90008;13.01.2024;2;40,99
90008;14.01.2024;1;57,41
90008;14.01.2024;2;27,45
90008;15.01.2024;1;42,43
90008;15.01.2024;2;42,43
90008;16.01.2024;1;42,43
90008;16.01.2024;2;42,43
90008;17.01.2024;1;40,87
90008;17.01.2024;2;40,87
90008;18.01.2024;1;40,39
90008;18.01.2024;2;40,39
90008;19.01.2024;1;34,64
90008;19.01.2024;2;42,43
90008;20.01.2024;1;40,87
90008;20.01.2024;2;40,99
90008;21.01.2024;1;57,41
90008;21.01.2024;2;27,45
90008;22.01.2024;1;42,43
90008;22.01.2024;2;42,43
90008;23.01.2024;1;42,43
90008;23.01.2024;2;42,43
90008;24.01.2024;1;40,87
90008;24.01.2024;2;40,87
90008;25.01.2024;1;40,39
90008;25.01.2024;2;40,39
90008;26.01.2024;1;34,64
90008;26.01.2024;2;42,43
90008;27.01.2024;1;40,87
90008;27.01.2024;2;40,99
90008;28.01.2024;1;57,41
90008;28.01.2024;2;27,45
90008;29.01.2024;1;42,43
90008;29.01.2024;2;42,43
90008;30.01.2024;1;42,43
90008;30.01.2024;2;42,43
90008;31.01.2024;1;40,87
90008;31.01.2024;2;40,87
90008;01.02.2024;1;40,39
90008;01.02.2024;2;40,39
90008;02.02.2024;1;34,64
90008;02.02.2024;2;42,43
90008;03.02.2024;1;40,87
90008;03.02.2024;2;40,99
90008;04.02.2024;1;57,41
90008;04.02.2024;2;27,45
90008;05.02.2024;1;42,43
90008;05.02.2024;2;42,43
90008;06.02.2024;1;42,43
90008;06.02.2024;2;42,43
90008;07.02.2024;1;40,87
90008;07.02.2024;2;40,87
90008;08.02.2024;1;40,39
90008;08.02.2024;2;40,39
90008;09.02.2024;1;34,64
90008;09.02.2024;2;42,43
90008;10.02.2024;1;40,87
90008;10.02.2024;2;40,99
90008;11.02.2024;1;57,41
90008;11.02.2024;2;27,45
90008;12.02.2024;1;42,43
90008;12.02.2024;2;42,43
90008;13.02.2024;1;42,43
90008;13.02.2024;2;42,43
90008;14.02.2024;1;40,87
90008;14.02.2024;2;40,87
90008;15.02.2024;1;40,39
90008;15.02.2024;2;40,39
90008;16.02.2024;1;34,64
90008;16.02.2024;2;42,43
90008;17.02.2024;1;40,87
90008;17.02.2024;2;40,99
90008;18.02.2024;1;57,41
90008;18.02.2024;2;27,45
90008;19.02.2024;1;42,43
90008;19.02.2024;2;42,43
90008;20.02.2024;1;42,43
90008;20.02.2024;2;42,43
90008;21.02.2024;1;40,87
90008;21.02.2024;2;40,87
90008;22.02.2024;1;40,39
90008;22.02.2024;2;40,39
90008;23.02.2024;1;34,64
90008;23.02.2024;2;42,43
90008;24.02.2024;1;40,87
90008;24.02.2024;2;40,99
90008;25.02.2024;1;57,41
90008;25.02.2024;2;27,45
90008;26.02.2024;1;42,43
90008;26.02.2024;2;42,43
90008;27.02.2024;1;42,43
90008;27.02.2024;2;42,43
90008;28.02.2024;1;40,87
90008;28.02.2024;2;40,87
90009;01.11.2023;1;33,92
90009;01.11.2023;2;36,32
90009;02.11.2023;1;23,97
90009;02.11.2023;2;26,37
90009;03.11.2023;1;33,92
90009;03.11.2023;2;36,32
90009;04.11.2023;1;29
90009;04.11.2023;2;31,28
90009;05.11.2023;1;33,92
90009;05.11.2023;2;36,32
90009;06.11.2023;1;33,92
90009;06.11.2023;2;36,32
90009;07.11.2023;1;33,92
90009;07.11.2023;2;36,32
90009;08.11.2023;1;33,92
90009;08.11.2023;2;36,32
90009;09.11.2023;1;33,92
90009;09.11.2023;2;36,32
90009;10.11.2023;1;33,92
90009;10.11.2023;2;36,32
90009;11.11.2023;1;29
90009;11.11.2023;2;31,28
90009;12.11.2023;1;33,92
90009;12.11.2023;2;36,32
90009;13.11.2023;1;33,92
90009;13.11.2023;2;36,32
90009;14.11.2023;1;33,92
90009;14.11.2023;2;36,32
90009;15.11.2023;1;33,92
90009;15.11.2023;2;36,32
90009;16.11.2023;1;33,92
90009;16.11.2023;2;36,32
90009;17.11.2023;1;33,92
90009;17.11.2023;2;36,32
90009;18.11.2023;1;29
90009;18.11.2023;2;31,28
90009;19.11.2023;1;33,92
90009;19.11.2023;2;36,32
90009;20.11.2023;1;33,92
90009;20.11.2023;2;36,32
90009;21.11.2023;1;33,92
90009;21.11.2023;2;36,32
90009;22.11.2023;1;33,92
90009;22.11.2023;2;36,32
90009;23.11.2023;1;33,92
90009;23.11.2023;2;36,32
90009;24.11.2023;1;33,92
90009;24.11.2023;2;36,32
90009;25.11.2023;1;29
90009;25.11.2023;2;31,28
90009;26.11.2023;1;33,92
90009;26.11.2023;2;36,32
90009;27.11.2023;1;33,92
90009;27.11.2023;2;36,32
90009;28.11.2023;1;33,92
90009;28.11.2023;2;36,32
90009;29.11.2023;1;33,92
90009;29.11.2023;2;36,32
90009;30.11.2023;1;33,92
90009;30.11.2023;2;36,32
90009;01.12.2023;1;33,92
90009;01.12.2023;2;36,32
90009;02.12.2023;1;29
90009;02.12.2023;2;31,28
90009;03.12.2023;1;33,92
90009;03.12.2023;2;36,32
90009;04.12.2023;1;33,92
90009;04.12.2023;2;36,32
90009;05.12.2023;1;33,92
90009;05.12.2023;2;36,32
90009;06.12.2023;1;33,92
90009;06.12.2023;2;36,32
90009;07.12.2023;1;33,92
90009;07.12.2023;2;36,32
90009;08.12.2023;1;33,92
90009;08.12.2023;2;36,32
90009;09.12.2023;1;29
90009;09.12.2023;2;31,28
90009;10.12.2023;1;33,92
90009;10.12.2023;2;36,32
90009;11.12.2023;1;33,92
90009;11.12.2023;2;36,32
90009;12.12.2023;1;33,92
90009;12.12.2023;2;36,32
90009;13.12.2023;1;33,92
90009;13.12.2023;2;36,32
90009;14.12.2023;1;33,92
90009;14.12.2023;2;36,32
90009;15.12.2023;1;33,92
90009;15.12.2023;2;36,32
90009;16.12.2023;1;29
90009;16.12.2023;2;31,28
90009;17.12.2023;1;33,92
90009;17.12.2023;2;36,32
90009;18.12.2023;1;33,92
90009;18.12.2023;2;36,32
90009;19.12.2023;1;33,92
90009;19.12.2023;2;36,32
90009;20.12.2023;1;33,92
90009;20.12.2023;2;36,32
90009;21.12.2023;1;33,92
90009;21.12.2023;2;36,32
90009;22.12.2023;1;33,92
90009;22.12.2023;2;36,32
90009;23.12.2023;1;29
90009;23.12.2023;2;31,28
90009;24.12.2023;1;33,92
90009;24.12.2023;2;36,32
90009;25.12.2023;1;33,92
90009;25.12.2023;2;36,32
90009;26.12.2023;1;33,92
90009;26.12.2023;2;36,32
90009;27.12.2023;1;33,92
90009;27.12.2023;2;36,32
90009;28.12.2023;1;33,92
90009;28.12.2023;2;36,32
90009;29.12.2023;1;23,97
90009;29.12.2023;2;26,37
90009;30.12.2023;1;0
90009;30.12.2023;2;0
90009;31.12.2023;1;0
90009;31.12.2023;2;0
90009;01.01.2024;1;0
90009;01.01.2024;2;0
90009;02.01.2024;1;0
90009;02.01.2024;2;0
90009;03.01.2024;1;0
90009;03.01.2024;2;0
90009;04.01.2024;1;0
90009;04.01.2024;2;0
90009;05.01.2024;1;0
90009;05.01.2024;2;0
90009;06.01.2024;1;0
90009;06.01.2024;2;0
90009;07.01.2024;1;0
90009;07.01.2024;2;0
90009;08.01.2024;1;0
90009;08.01.2024;2;0
90009;09.01.2024;1;33,92
90009;09.01.2024;2;36,32
90009;10.01.2024;1;33,92
90009;10.01.2024;2;36,32
90009;11.01.2024;1;33,92
90009;11.01.2024;2;36,32
90009;12.01.2024;1;33,92
90009;12.01.2024;2;36,32
90009;13.01.2024;1;29
90009;13.01.2024;2;31,28
90009;14.01.2024;1;33,92
90009;14.01.2024;2;36,32
90009;15.01.2024;1;33,92
90009;15.01.2024;2;36,32
90009;16.01.2024;1;33,92
90009;16.01.2024;2;36,32
90009;17.01.2024;1;33,92
90009;17.01.2024;2;36,32
90009;18.01.2024;1;33,92
90009;18.01.2024;2;36,32
90009;19.01.2024;1;33,92
90009;19.01.2024;2;36,32
90009;20.01.2024;1;29
90009;20.01.2024;2;31,28
90009;21.01.2024;1;33,92
90009;21.01.2024;2;36,32
90009;22.01.2024;1;33,92
90009;22.01.2024;2;36,32
90009;23.01.2024;1;33,92
90009;23.01.2024;2;36,32
90009;24.01.2024;1;33,92
90009;24.01.2024;2;36,32
90009;25.01.2024;1;33,92
90009;25.01.2024;2;36,32
90009;26.01.2024;1;33,92
90009;26.01.2024;2;36,32
90009;27.01.2024;1;29
90009;27.01.2024;2;31,28
90009;28.01.2024;1;33,92
90009;28.01.2024;2;36,32
90009;29.01.2024;1;33,92
90009;29.01.2024;2;36,32
90009;30.01.2024;1;33,92
90009;30.01.2024;2;36,32
90009;31.01.2024;1;33,92
90009;31.01.2024;2;36,32
90009;01.02.2024;1;33,92
90009;01.02.2024;2;36,32
90009;02.02.2024;1;33,92
90009;02.02.2024;2;36,32
90009;03.02.2024;1;29
90009;03.02.2024;2;31,28
90009;04.02.2024;1;33,92
90009;04.02.2024;2;36,32
90009;05.02.2024;1;33,92
90009;05.02.2024;2;36,32
90009;06.02.2024;1;33,92
90009;06.02.2024;2;36,32
90009;07.02.2024;1;33,92
90009;07.02.2024;2;36,32
90009;08.02.2024;1;33,92
90009;08.02.2024;2;36,32
90009;09.02.2024;1;33,92
90009;09.02.2024;2;36,32
90009;10.02.2024;1;29
90009;10.02.2024;2;31,28
90009;11.02.2024;1;33,92
90009;11.02.2024;2;36,32
90009;12.02.2024;1;33,92
90009;12.02.2024;2;36,32
90009;13.02.2024;1;33,92
90009;13.02.2024;2;36,32
90009;14.02.2024;1;33,92
90009;14.02.2024;2;36,32
90009;15.02.2024;1;33,92
90009;15.02.2024;2;36,32
90009;16.02.2024;1;33,92
90009;16.02.2024;2;36,32
90009;17.02.2024;1;29
90009;17.02.2024;2;31,28
90009;18.02.2024;1;33,92
90009;18.02.2024;2;36,32
90009;19.02.2024;1;33,92
90009;19.02.2024;2;36,32
90009;20.02.2024;1;33,92
90009;20.02.2024;2;36,32
90009;21.02.2024;1;33,92
90009;21.02.2024;2;36,32
90009;22.02.2024;1;33,92
90009;22.02.2024;2;36,32
90009;23.02.2024;1;33,92
90009;23.02.2024;2;36,32
90009;24.02.2024;1;29
90009;24.02.2024;2;31,28
90009;25.02.2024;1;33,92
90009;25.02.2024;2;36,32
90009;26.02.2024;1;33,92
90009;26.02.2024;2;36,32
90009;27.02.2024;1;33,92
90009;27.02.2024;2;36,32
90009;28.02.2024;1;33,92
90009;28.02.2024;2;36,32
90010;01.11.2023;1;33,92
90010;01.11.2023;2;36,32
90010;02.11.2023;1;23,97
90010;02.11.2023;2;26,37
90010;03.11.2023;1;33,92
90010;03.11.2023;2;36,32
90010;04.11.2023;1;29
90010;04.11.2023;2;31,28
90010;05.11.2023;1;33,92
90010;05.11.2023;2;36,32
90010;06.11.2023;1;33,92
90010;06.11.2023;2;36,32
90010;07.11.2023;1;33,92
90010;07.11.2023;2;36,32
90010;08.11.2023;1;33,92
90010;08.11.2023;2;36,32
90010;09.11.2023;1;33,92
90010;09.11.2023;2;36,32
90010;10.11.2023;1;33,92
90010;10.11.2023;2;36,32
90010;11.11.2023;1;29
90010;11.11.2023;2;31,28
90010;12.11.2023;1;33,92
90010;12.11.2023;2;36,32
90010;13.11.2023;1;33,92
90010;13.11.2023;2;36,32
90010;14.11.2023;1;33,92
90010;14.11.2023;2;36,32
90010;15.11.2023;1;33,92
90010;15.11.2023;2;36,32
90010;16.11.2023;1;33,92
90010;16.11.2023;2;36,32
90010;17.11.2023;1;33,92
90010;17.11.2023;2;36,32
90010;18.11.2023;1;29
90010;18.11.2023;2;31,28
90010;19.11.2023;1;33,92
90010;19.11.2023;2;36,32
90010;20.11.2023;1;33,92
90010;20.11.2023;2;36,32
90010;21.11.2023;1;33,92
90010;21.11.2023;2;36,32
90010;22.11.2023;1;33,92
90010;22.11.2023;2;36,32
90010;23.11.2023;1;33,92
90010;23.11.2023;2;36,32
90010;24.11.2023;1;33,92
90010;24.11.2023;2;36,32
90010;25.11.2023;1;29
90010;25.11.2023;2;31,28
90010;26.11.2023;1;33,92
90010;26.11.2023;2;36,32
90010;27.11.2023;1;33,92
90010;27.11.2023;2;36,32
90010;28.11.2023;1;33,92
90010;28.11.2023;2;36,32
90010;29.11.2023;1;33,92
90010;29.11.2023;2;36,32
90010;30.11.2023;1;33,92
90010;30.11.2023;2;36,32
90010;01.12.2023;1;33,92
90010;01.12.2023;2;36,32
90010;02.12.2023;1;29
90010;02.12.2023;2;31,28
90010;03.12.2023;1;33,92
90010;03.12.2023;2;36,32
90010;04.12.2023;1;33,92
90010;04.12.2023;2;36,32
90010;05.12.2023;1;33,92
90010;05.12.2023;2;36,32
90010;06.12.2023;1;33,92
90010;06.12.2023;2;36,32
90010;07.12.2023;1;33,92
90010;07.12.2023;2;36,32
90010;08.12.2023;1;33,92
90010;08.12.2023;2;36,32
90010;09.12.2023;1;29
90010;09.12.2023;2;31,28
90010;10.12.2023;1;33,92
90010;10.12.2023;2;36,32
90010;11.12.2023;1;33,92
90010;11.12.2023;2;36,32
90010;12.12.2023;1;33,92
90010;12.12.2023;2;36,32
90010;13.12.2023;1;33,92
90010;13.12.2023;2;36,32
90010;14.12.2023;1;33,92
90010;14.12.2023;2;36,32
90010;15.12.2023;1;33,92
90010;15.12.2023;2;36,32
90010;16.12.2023;1;29
90010;16.12.2023;2;31,28
90010;17.12.2023;1;33,92
90010;17.12.2023;2;36,32
90010;18.12.2023;1;33,92
90010;18.12.2023;2;36,32
90010;19.12.2023;1;33,92
90010;19.12.2023;2;36,32
90010;20.12.2023;1;33,92
90010;20.12.2023;2;36,32
90010;21.12.2023;1;33,92
90010;21.12.2023;2;36,32
90010;22.12.2023;1;33,92
90010;22.12.2023;2;36,32
90010;23.12.2023;1;29
90010;23.12.2023;2;31,28
90010;24.12.2023;1;33,92
90010;24.12.2023;2;36,32
90010;25.12.2023;1;33,92
90010;25.12.2023;2;36,32
90010;26.12.2023;1;33,92
90010;26.12.2023;2;36,32
90010;27.12.2023;1;33,92
90010;27.12.2023;2;36,32
90010;28.12.2023;1;33,92
90010;28.12.2023;2;36,32
90010;29.12.2023;1;23,97
90010;29.12.2023;2;26,37
90010;30.12.2023;1;0
90010;30.12.2023;2;0
90010;31.12.2023;1;0
90010;31.12.2023;2;0
90010;01.01.2024;1;0
90010;01.01.2024;2;0
90010;02.01.2024;1;0
90010;02.01.2024;2;0
90010;03.01.2024;1;0
90010;03.01.2024;2;0
90010;04.01.2024;1;0
90010;04.01.2024;2;0
90010;05.01.2024;1;0
90010;05.01.2024;2;0
90010;06.01.2024;1;0
90010;06.01.2024;2;0
90010;07.01.2024;1;0
90010;07.01.2024;2;0
90010;08.01.2024;1;0
90010;08.01.2024;2;0
90010;09.01.2024;1;33,92
90010;09.01.2024;2;36,32
90010;10.01.2024;1;33,92
90010;10.01.2024;2;36,32
90010;11.01.2024;1;33,92
90010;11.01.2024;2;36,32
90010;12.01.2024;1;33,92
90010;12.01.2024;2;36,32
90010;13.01.2024;1;29
90010;13.01.2024;2;31,28
90010;14.01.2024;1;33,92
90010;14.01.2024;2;36,32
90010;15.01.2024;1;33,92
90010;15.01.2024;2;36,32
90010;16.01.2024;1;33,92
90010;16.01.2024;2;36,32
90010;17.01.2024;1;33,92
90010;17.01.2024;2;36,32
90010;18.01.2024;1;33,92
90010;18.01.2024;2;36,32
90010;19.01.2024;1;33,92
90010;19.01.2024;2;36,32
90010;20.01.2024;1;29
90010;20.01.2024;2;31,28
90010;21.01.2024;1;33,92
90010;21.01.2024;2;36,32
90010;22.01.2024;1;33,92
90010;22.01.2024;2;36,32
90010;23.01.2024;1;33,92
90010;23.01.2024;2;36,32
90010;24.01.2024;1;33,92
90010;24.01.2024;2;36,32
90010;25.01.2024;1;33,92
90010;25.01.2024;2;36,32
90010;26.01.2024;1;33,92
90010;26.01.2024;2;36,32
90010;27.01.2024;1;29
90010;27.01.2024;2;31,28
90010;28.01.2024;1;33,92
90010;28.01.2024;2;36,32
90010;29.01.2024;1;33,92
90010;29.01.2024;2;36,32
90010;30.01.2024;1;33,92
90010;30.01.2024;2;36,32
90010;31.01.2024;1;33,92
90010;31.01.2024;2;36,32
90010;01.02.2024;1;33,92
90010;01.02.2024;2;36,32
90010;02.02.2024;1;33,92
90010;02.02.2024;2;36,32
90010;03.02.2024;1;29
90010;03.02.2024;2;31,28
90010;04.02.2024;1;33,92
90010;04.02.2024;2;36,32
90010;05.02.2024;1;33,92
90010;05.02.2024;2;36,32
90010;06.02.2024;1;33,92
90010;06.02.2024;2;36,32
90010;07.02.2024;1;33,92
90010;07.02.2024;2;36,32
90010;08.02.2024;1;33,92
90010;08.02.2024;2;36,32
90010;09.02.2024;1;33,92
90010;09.02.2024;2;36,32
90010;10.02.2024;1;29
90010;10.02.2024;2;31,28
90010;11.02.2024;1;33,92
90010;11.02.2024;2;36,32
90010;12.02.2024;1;33,92
90010;12.02.2024;2;36,32
90010;13.02.2024;1;33,92
90010;13.02.2024;2;36,32
90010;14.02.2024;1;33,92
90010;14.02.2024;2;36,32
90010;15.02.2024;1;33,92
90010;15.02.2024;2;36,32
90010;16.02.2024;1;33,92
90010;16.02.2024;2;36,32
90010;17.02.2024;1;29
90010;17.02.2024;2;31,28
90010;18.02.2024;1;33,92
90010;18.02.2024;2;36,32
90010;19.02.2024;1;33,92
90010;19.02.2024;2;36,32
90010;20.02.2024;1;33,92
90010;20.02.2024;2;36,32
90010;21.02.2024;1;33,92
90010;21.02.2024;2;36,32
90010;22.02.2024;1;33,92
90010;22.02.2024;2;36,32
90010;23.02.2024;1;33,92
90010;23.02.2024;2;36,32
90010;24.02.2024;1;29
90010;24.02.2024;2;31,28
90010;25.02.2024;1;33,92
90010;25.02.2024;2;36,32
90010;26.02.2024;1;33,92
90010;26.02.2024;2;36,32
90010;27.02.2024;1;33,92
90010;27.02.2024;2;36,32
90010;28.02.2024;1;33,92
90010;28.02.2024;2;36,32
90011;01.11.2023;1;16,78
90011;01.11.2023;2;16,78
90011;02.11.2023;1;16,78
90011;02.11.2023;2;16,78
90011;03.11.2023;1;16,78
90011;03.11.2023;2;16,78
90011;04.11.2023;1;16,78
90011;04.11.2023;2;16,78
90011;05.11.2023;1;16,78
90011;05.11.2023;2;16,78
90011;06.11.2023;1;16,78
90011;06.11.2023;2;16,78
90011;07.11.2023;1;16,78
90011;07.11.2023;2;16,78
90011;08.11.2023;1;16,78
90011;08.11.2023;2;16,78
90011;09.11.2023;1;16,78
90011;09.11.2023;2;16,78
90011;10.11.2023;1;16,78
90011;10.11.2023;2;16,78
90011;11.11.2023;1;16,78
90011;11.11.2023;2;16,78
90011;12.11.2023;1;16,78
90011;12.11.2023;2;16,78
90011;13.11.2023;1;16,78
90011;13.11.2023;2;16,78
90011;14.11.2023;1;16,78
90011;14.11.2023;2;16,78
90011;15.11.2023;1;16,78
90011;15.11.2023;2;16,78
90011;16.11.2023;1;16,78
90011;16.11.2023;2;16,78
90011;17.11.2023;1;16,78
90011;17.11.2023;2;16,78
90011;18.11.2023;1;16,78
90011;18.11.2023;2;16,78
90011;19.11.2023;1;16,78
90011;19.11.2023;2;16,78
90011;20.11.2023;1;16,78
90011;20.11.2023;2;16,78
90011;21.11.2023;1;16,78
90011;21.11.2023;2;16,78
90011;22.11.2023;1;16,78
90011;22.11.2023;2;16,78
90011;23.11.2023;1;16,78
90011;23.11.2023;2;16,78
90011;24.11.2023;1;16,78
90011;24.11.2023;2;16,78
90011;25.11.2023;1;16,78
90011;25.11.2023;2;16,78
90011;26.11.2023;1;16,78
90011;26.11.2023;2;16,78
90011;27.11.2023;1;16,78
90011;27.11.2023;2;16,78
90011;28.11.2023;1;16,78
90011;28.11.2023;2;16,78
90011;29.11.2023;1;16,78
90011;29.11.2023;2;16,78
90011;30.11.2023;1;16,78
90011;30.11.2023;2;16,78
90011;01.12.2023;1;16,78
90011;01.12.2023;2;16,78
90011;02.12.2023;1;16,78
90011;02.12.2023;2;16,78
90011;03.12.2023;1;16,78
90011;03.12.2023;2;16,78
90011;04.12.2023;1;16,78
90011;04.12.2023;2;16,78
90011;05.12.2023;1;16,78
90011;05.12.2023;2;16,78
90011;06.12.2023;1;16,78
90011;06.12.2023;2;16,78
90011;07.12.2023;1;16,78
90011;07.12.2023;2;16,78
90011;08.12.2023;1;16,78
90011;08.12.2023;2;16,78
90011;09.12.2023;1;16,78
90011;09.12.2023;2;16,78
90011;10.12.2023;1;16,78
90011;10.12.2023;2;16,78
90011;11.12.2023;1;16,78
90011;11.12.2023;2;16,78
90011;12.12.2023;1;16,78
90011;12.12.2023;2;16,78
90011;13.12.2023;1;16,78
90011;13.12.2023;2;16,78
90011;14.12.2023;1;16,78
90011;14.12.2023;2;16,78
90011;15.12.2023;1;16,78
90011;15.12.2023;2;16,78
90011;16.12.2023;1;16,78
90011;16.12.2023;2;16,78
90011;17.12.2023;1;16,78
90011;17.12.2023;2;16,78
90011;18.12.2023;1;16,78
90011;18.12.2023;2;16,78
90011;19.12.2023;1;16,78
90011;19.12.2023;2;16,78
90011;20.12.2023;1;16,78
90011;20.12.2023;2;16,78
90011;21.12.2023;1;16,78
90011;21.12.2023;2;16,78
90011;22.12.2023;1;16,78
90011;22.12.2023;2;16,78
90011;23.12.2023;1;16,78
90011;23.12.2023;2;16,78
90011;24.12.2023;1;16,78
90011;24.12.2023;2;16,78
90011;25.12.2023;1;16,78
90011;25.12.2023;2;16,78
90011;26.12.2023;1;16,78
90011;26.12.2023;2;16,78
90011;27.12.2023;1;16,78
90011;27.12.2023;2;16,78
90011;28.12.2023;1;16,78
90011;28.12.2023;2;16,78
90011;29.12.2023;1;16,78
90011;29.12.2023;2;16,78
90011;30.12.2023;1;16,78
90011;30.12.2023;2;16,78
90011;31.12.2023;1;0
90011;31.12.2023;2;0
90011;01.01.2024;1;0
90011;01.01.2024;2;0
90011;02.01.2024;1;0
90011;02.01.2024;2;0
90011;03.01.2024;1;0
90011;03.01.2024;2;0
90011;04.01.2024;1;0
90011;04.01.2024;2;0
90011;05.01.2024;1;0
90011;05.01.2024;2;0
90011;06.01.2024;1;0
90011;06.01.2024;2;0
90011;07.01.2024;1;0
90011;07.01.2024;2;0
90011;08.01.2024;1;0
90011;08.01.2024;2;0
90011;09.01.2024;1;16,78
90011;09.01.2024;2;16,78
90011;10.01.2024;1;16,78
90011;10.01.2024;2;16,78
