CALENDAR_NR;C_DATE;C_SHIFT;CALENDAR
21115;10.01.2024;2;0
21115;11.01.2024;1;0
21115;11.01.2024;2;0
21115;12.01.2024;1;0
21115;12.01.2024;2;0
21115;13.01.2024;1;0
21115;13.01.2024;2;0
21115;14.01.2024;1;0
21115;14.01.2024;2;0
21115;15.01.2024;1;0
21115;15.01.2024;2;0
21115;16.01.2024;1;0
21115;16.01.2024;2;0
21115;17.01.2024;1;0
21115;17.01.2024;2;0
21115;18.01.2024;1;0
21115;18.01.2024;2;0
21115;19.01.2024;1;0
21115;19.01.2024;2;0
21115;20.01.2024;1;0
21115;20.01.2024;2;0
21115;21.01.2024;1;0
21115;21.01.2024;2;0
21115;22.01.2024;1;0
21115;22.01.2024;2;0
21115;23.01.2024;1;0
21115;23.01.2024;2;0
21115;24.01.2024;1;0
21115;24.01.2024;2;0
21115;25.01.2024;1;0
21115;25.01.2024;2;0
21115;26.01.2024;1;0
21115;26.01.2024;2;0
21115;27.01.2024;1;0
21115;27.01.2024;2;0
21115;28.01.2024;1;0
21115;28.01.2024;2;0
21115;29.01.2024;1;0
21115;29.01.2024;2;0
21115;30.01.2024;1;0
21115;30.01.2024;2;0
21115;31.01.2024;1;0
21115;31.01.2024;2;0
21115;01.02.2024;1;0
21115;01.02.2024;2;0
21115;02.02.2024;1;0
21115;02.02.2024;2;0
21115;03.02.2024;1;0
21115;03.02.2024;2;0
21115;04.02.2024;1;0
21115;04.02.2024;2;0
21115;05.02.2024;1;0
21115;05.02.2024;2;0
21115;06.02.2024;1;0
21115;06.02.2024;2;0
21115;07.02.2024;1;0
21115;07.02.2024;2;0
21115;08.02.2024;1;0
21115;08.02.2024;2;0
21115;09.02.2024;1;0
21115;09.02.2024;2;0
21115;10.02.2024;1;0
21115;10.02.2024;2;0
21115;11.02.2024;1;0
21115;11.02.2024;2;0
21115;12.02.2024;1;0
21115;12.02.2024;2;0
21115;13.02.2024;1;0
21115;13.02.2024;2;0
21115;14.02.2024;1;0
21115;14.02.2024;2;0
21115;15.02.2024;1;0
21115;15.02.2024;2;0
21115;16.02.2024;1;0
21115;16.02.2024;2;0
21115;17.02.2024;1;0
21115;17.02.2024;2;0
21115;18.02.2024;1;0
21115;18.02.2024;2;0
21115;19.02.2024;1;0
21115;19.02.2024;2;0
21115;20.02.2024;1;0
21115;20.02.2024;2;0
21115;21.02.2024;1;0
21115;21.02.2024;2;0
21115;22.02.2024;1;0
21115;22.02.2024;2;0
21115;23.02.2024;1;0
21115;23.02.2024;2;0
21115;24.02.2024;1;0
21115;24.02.2024;2;0
21115;25.02.2024;1;0
21115;25.02.2024;2;0
21115;26.02.2024;1;0
21115;26.02.2024;2;0
21115;27.02.2024;1;0
21115;27.02.2024;2;0
21115;28.02.2024;1;0
21115;28.02.2024;2;0
21216;01.11.2023;1;0
21216;01.11.2023;2;0
21216;02.11.2023;1;0
21216;02.11.2023;2;0
21216;03.11.2023;1;0
21216;03.11.2023;2;0
21216;04.11.2023;1;0
21216;04.11.2023;2;0
21216;05.11.2023;1;0
21216;05.11.2023;2;0
21216;06.11.2023;1;0
21216;06.11.2023;2;0
21216;07.11.2023;1;0
21216;07.11.2023;2;0
21216;08.11.2023;1;0
21216;08.11.2023;2;0
21216;09.11.2023;1;0
21216;09.11.2023;2;0
21216;10.11.2023;1;0
21216;10.11.2023;2;0
21216;11.11.2023;1;0
21216;11.11.2023;2;0
21216;12.11.2023;1;0
21216;12.11.2023;2;0
21216;13.11.2023;1;0
21216;13.11.2023;2;0
21216;14.11.2023;1;0
21216;14.11.2023;2;0
21216;15.11.2023;1;0
21216;15.11.2023;2;0
21216;16.11.2023;1;0
21216;16.11.2023;2;0
21216;17.11.2023;1;0
21216;17.11.2023;2;0
21216;18.11.2023;1;0
21216;18.11.2023;2;0
21216;19.11.2023;1;0
21216;19.11.2023;2;0
21216;20.11.2023;1;0
21216;20.11.2023;2;0
21216;21.11.2023;1;0
21216;21.11.2023;2;0
21216;22.11.2023;1;0
21216;22.11.2023;2;0
21216;23.11.2023;1;0
21216;23.11.2023;2;0
21216;24.11.2023;1;0
21216;24.11.2023;2;0
21216;25.11.2023;1;0
21216;25.11.2023;2;0
21216;26.11.2023;1;0
21216;26.11.2023;2;0
21216;27.11.2023;1;0
21216;27.11.2023;2;0
21216;28.11.2023;1;0
21216;28.11.2023;2;0
21216;29.11.2023;1;0
21216;29.11.2023;2;0
21216;30.11.2023;1;0
21216;30.11.2023;2;0
21216;01.12.2023;1;0
21216;01.12.2023;2;0
21216;02.12.2023;1;0
21216;02.12.2023;2;0
21216;03.12.2023;1;0
21216;03.12.2023;2;0
21216;04.12.2023;1;0
21216;04.12.2023;2;0
21216;05.12.2023;1;0
21216;05.12.2023;2;0
21216;06.12.2023;1;0
21216;06.12.2023;2;0
21216;07.12.2023;1;0
21216;07.12.2023;2;0
21216;08.12.2023;1;0
21216;08.12.2023;2;0
21216;09.12.2023;1;0
21216;09.12.2023;2;0
21216;10.12.2023;1;0
21216;10.12.2023;2;0
21216;11.12.2023;1;0
21216;11.12.2023;2;0
21216;12.12.2023;1;0
21216;12.12.2023;2;0
21216;13.12.2023;1;0
21216;13.12.2023;2;0
21216;14.12.2023;1;0
21216;14.12.2023;2;0
21216;15.12.2023;1;0
21216;15.12.2023;2;0
21216;16.12.2023;1;0
21216;16.12.2023;2;0
21216;17.12.2023;1;0
21216;17.12.2023;2;0
21216;18.12.2023;1;0
21216;18.12.2023;2;0
21216;19.12.2023;1;0
21216;19.12.2023;2;0
21216;20.12.2023;1;0
21216;20.12.2023;2;0
21216;21.12.2023;1;0
21216;21.12.2023;2;0
21216;22.12.2023;1;0
21216;22.12.2023;2;0
21216;23.12.2023;1;0
21216;23.12.2023;2;0
21216;24.12.2023;1;0
21216;24.12.2023;2;0
21216;25.12.2023;1;0
21216;25.12.2023;2;0
21216;26.12.2023;1;0
21216;26.12.2023;2;0
21216;27.12.2023;1;0
21216;27.12.2023;2;0
21216;28.12.2023;1;0
21216;28.12.2023;2;0
21216;29.12.2023;1;0
21216;29.12.2023;2;0
21216;30.12.2023;1;0
21216;30.12.2023;2;0
21216;31.12.2023;1;0
21216;31.12.2023;2;0
21216;01.01.2024;1;0
21216;01.01.2024;2;0
21216;02.01.2024;1;0
21216;02.01.2024;2;0
21216;03.01.2024;1;0
21216;03.01.2024;2;0
21216;04.01.2024;1;0
21216;04.01.2024;2;0
21216;05.01.2024;1;0
21216;05.01.2024;2;0
21216;06.01.2024;1;0
21216;06.01.2024;2;0
21216;07.01.2024;1;0
21216;07.01.2024;2;0
21216;08.01.2024;1;0
21216;08.01.2024;2;0
21216;09.01.2024;1;0
21216;09.01.2024;2;0
21216;10.01.2024;1;0
21216;10.01.2024;2;0
21216;11.01.2024;1;0
21216;11.01.2024;2;0
21216;12.01.2024;1;0
21216;12.01.2024;2;0
21216;13.01.2024;1;0
21216;13.01.2024;2;0
21216;14.01.2024;1;0
21216;14.01.2024;2;0
21216;15.01.2024;1;0
21216;15.01.2024;2;0
21216;16.01.2024;1;0
21216;16.01.2024;2;0
21216;17.01.2024;1;0
21216;17.01.2024;2;0
21216;18.01.2024;1;0
21216;18.01.2024;2;0
21216;19.01.2024;1;0
21216;19.01.2024;2;0
21216;20.01.2024;1;0
21216;20.01.2024;2;0
21216;21.01.2024;1;0
21216;21.01.2024;2;0
21216;22.01.2024;1;0
21216;22.01.2024;2;0
21216;23.01.2024;1;0
21216;23.01.2024;2;0
21216;24.01.2024;1;0
21216;24.01.2024;2;0
21216;25.01.2024;1;0
21216;25.01.2024;2;0
21216;26.01.2024;1;0
21216;26.01.2024;2;0
21216;27.01.2024;1;0
21216;27.01.2024;2;0
21216;28.01.2024;1;0
21216;28.01.2024;2;0
21216;29.01.2024;1;0
21216;29.01.2024;2;0
21216;30.01.2024;1;0
21216;30.01.2024;2;0
21216;31.01.2024;1;0
21216;31.01.2024;2;0
21216;01.02.2024;1;0
21216;01.02.2024;2;0
21216;02.02.2024;1;0
21216;02.02.2024;2;0
21216;03.02.2024;1;0
21216;03.02.2024;2;0
21216;04.02.2024;1;0
21216;04.02.2024;2;0
21216;05.02.2024;1;0
21216;05.02.2024;2;0
21216;06.02.2024;1;0
21216;06.02.2024;2;0
21216;07.02.2024;1;0
21216;07.02.2024;2;0
21216;08.02.2024;1;0
21216;08.02.2024;2;0
21216;09.02.2024;1;0
21216;09.02.2024;2;0
21216;10.02.2024;1;0
21216;10.02.2024;2;0
21216;11.02.2024;1;0
21216;11.02.2024;2;0
21216;12.02.2024;1;0
21216;12.02.2024;2;0
21216;13.02.2024;1;0
21216;13.02.2024;2;0
21216;14.02.2024;1;0
21216;14.02.2024;2;0
21216;15.02.2024;1;0
21216;15.02.2024;2;0
21216;16.02.2024;1;0
21216;16.02.2024;2;0
21216;17.02.2024;1;0
21216;17.02.2024;2;0
21216;18.02.2024;1;0
21216;18.02.2024;2;0
21216;19.02.2024;1;0
21216;19.02.2024;2;0
21216;20.02.2024;1;0
21216;20.02.2024;2;0
21216;21.02.2024;1;0
21216;21.02.2024;2;0
21216;22.02.2024;1;0
21216;22.02.2024;2;0
21216;23.02.2024;1;0
21216;23.02.2024;2;0
21216;24.02.2024;1;0
21216;24.02.2024;2;0
21216;25.02.2024;1;0
21216;25.02.2024;2;0
21216;26.02.2024;1;0
21216;26.02.2024;2;0
21216;27.02.2024;1;0
21216;27.02.2024;2;0
21216;28.02.2024;1;0
21216;28.02.2024;2;0
21356;01.11.2023;1;2,28
21356;01.11.2023;2;2,76
21356;02.11.2023;1;2,28
21356;02.11.2023;2;2,76
21356;03.11.2023;1;1,2
21356;03.11.2023;2;1,8
21356;04.11.2023;1;0
21356;04.11.2023;2;0
21356;05.11.2023;1;0
21356;05.11.2023;2;0
21356;06.11.2023;1;2,28
21356;06.11.2023;2;2,76
21356;07.11.2023;1;2,28
21356;07.11.2023;2;2,76
21356;08.11.2023;1;2,28
21356;08.11.2023;2;2,76
21356;09.11.2023;1;2,28
21356;09.11.2023;2;2,76
21356;10.11.2023;1;1,2
21356;10.11.2023;2;1,8
21356;11.11.2023;1;0
21356;11.11.2023;2;0
21356;12.11.2023;1;0
21356;12.11.2023;2;0
21356;13.11.2023;1;2,28
21356;13.11.2023;2;2,76
21356;14.11.2023;1;2,28
21356;14.11.2023;2;2,76
21356;15.11.2023;1;2,28
21356;15.11.2023;2;2,76
21356;16.11.2023;1;2,28
21356;16.11.2023;2;2,76
21356;17.11.2023;1;1,2
21356;17.11.2023;2;1,8
21356;18.11.2023;1;0
21356;18.11.2023;2;0
21356;19.11.2023;1;0
21356;19.11.2023;2;0
21356;20.11.2023;1;2,28
21356;20.11.2023;2;2,76
21356;21.11.2023;1;2,28
21356;21.11.2023;2;2,76
21356;22.11.2023;1;2,28
21356;22.11.2023;2;2,76
21356;23.11.2023;1;2,28
21356;23.11.2023;2;2,76
21356;24.11.2023;1;1,2
21356;24.11.2023;2;1,8
21356;25.11.2023;1;0
21356;25.11.2023;2;0
21356;26.11.2023;1;0
21356;26.11.2023;2;0
21356;27.11.2023;1;2,28
21356;27.11.2023;2;2,76
21356;28.11.2023;1;2,28
21356;28.11.2023;2;2,76
21356;29.11.2023;1;2,28
21356;29.11.2023;2;2,76
21356;30.11.2023;1;2,28
21356;30.11.2023;2;2,76
21356;01.12.2023;1;1,2
21356;01.12.2023;2;1,8
21356;02.12.2023;1;0
21356;02.12.2023;2;0
21356;03.12.2023;1;0
21356;03.12.2023;2;0
21356;04.12.2023;1;2,28
21356;04.12.2023;2;2,76
21356;05.12.2023;1;2,28
21356;05.12.2023;2;2,76
21356;06.12.2023;1;2,28
21356;06.12.2023;2;2,76
21356;07.12.2023;1;2,28
21356;07.12.2023;2;2,76
21356;08.12.2023;1;1,2
21356;08.12.2023;2;1,8
21356;09.12.2023;1;0
21356;09.12.2023;2;0
21356;10.12.2023;1;0
21356;10.12.2023;2;0
21356;11.12.2023;1;2,28
21356;11.12.2023;2;2,76
21356;12.12.2023;1;2,28
21356;12.12.2023;2;2,76
21356;13.12.2023;1;2,28
21356;13.12.2023;2;2,76
21356;14.12.2023;1;2,28
21356;14.12.2023;2;2,76
21356;15.12.2023;1;1,2
21356;15.12.2023;2;1,8
21356;16.12.2023;1;0
21356;16.12.2023;2;0
21356;17.12.2023;1;0
21356;17.12.2023;2;0
21356;18.12.2023;1;2,28
21356;18.12.2023;2;2,76
21356;19.12.2023;1;2,28
21356;19.12.2023;2;2,76
21356;20.12.2023;1;2,28
21356;20.12.2023;2;2,76
21356;21.12.2023;1;2,28
21356;21.12.2023;2;2,76
21356;22.12.2023;1;1,2
21356;22.12.2023;2;1,8
21356;23.12.2023;1;0
21356;23.12.2023;2;0
21356;24.12.2023;1;0
21356;24.12.2023;2;0
21356;25.12.2023;1;2,28
21356;25.12.2023;2;2,76
21356;26.12.2023;1;2,28
21356;26.12.2023;2;2,76
21356;27.12.2023;1;2,28
21356;27.12.2023;2;2,76
21356;28.12.2023;1;2,28
21356;28.12.2023;2;2,76
21356;29.12.2023;1;0
21356;29.12.2023;2;0
21356;30.12.2023;1;0
21356;30.12.2023;2;0
21356;31.12.2023;1;0
21356;31.12.2023;2;0
21356;01.01.2024;1;0
21356;01.01.2024;2;0
21356;02.01.2024;1;0
21356;02.01.2024;2;0
21356;03.01.2024;1;0
21356;03.01.2024;2;0
21356;04.01.2024;1;0
21356;04.01.2024;2;0
21356;05.01.2024;1;0
21356;05.01.2024;2;0
21356;06.01.2024;1;0
21356;06.01.2024;2;0
21356;07.01.2024;1;0
21356;07.01.2024;2;0
21356;08.01.2024;1;0
21356;08.01.2024;2;0
21356;09.01.2024;1;2,28
21356;09.01.2024;2;2,76
21356;10.01.2024;1;2,28
21356;10.01.2024;2;2,76
21356;11.01.2024;1;2,28
21356;11.01.2024;2;2,76
21356;12.01.2024;1;1,2
21356;12.01.2024;2;1,8
21356;13.01.2024;1;0
21356;13.01.2024;2;0
21356;14.01.2024;1;0
21356;14.01.2024;2;0
21356;15.01.2024;1;2,28
21356;15.01.2024;2;2,76
21356;16.01.2024;1;2,28
21356;16.01.2024;2;2,76
21356;17.01.2024;1;2,28
21356;17.01.2024;2;2,76
21356;18.01.2024;1;2,28
21356;18.01.2024;2;2,76
21356;19.01.2024;1;1,2
21356;19.01.2024;2;1,8
21356;20.01.2024;1;0
21356;20.01.2024;2;0
21356;21.01.2024;1;0
21356;21.01.2024;2;0
21356;22.01.2024;1;2,28
21356;22.01.2024;2;2,76
21356;23.01.2024;1;2,28
21356;23.01.2024;2;2,76
21356;24.01.2024;1;2,28
21356;24.01.2024;2;2,76
21356;25.01.2024;1;2,28
21356;25.01.2024;2;2,76
21356;26.01.2024;1;1,2
21356;26.01.2024;2;1,8
21356;27.01.2024;1;0
21356;27.01.2024;2;0
21356;28.01.2024;1;11,98
21356;28.01.2024;2;11,98
21356;29.01.2024;1;11,98
21356;29.01.2024;2;11,98
21356;30.01.2024;1;11,98
21356;30.01.2024;2;11,98
21356;31.01.2024;1;11,98
21356;31.01.2024;2;11,98
21356;01.02.2024;1;11,98
21356;01.02.2024;2;11,98
21356;02.02.2024;1;11,98
21356;02.02.2024;2;11,98
21356;03.02.2024;1;11,98
21356;03.02.2024;2;11,98
21356;04.02.2024;1;11,98
21356;04.02.2024;2;11,98
21356;05.02.2024;1;11,98
21356;05.02.2024;2;11,98
21356;06.02.2024;1;11,98
21356;06.02.2024;2;11,98
21356;07.02.2024;1;11,98
21356;07.02.2024;2;11,98
21356;08.02.2024;1;11,98
21356;08.02.2024;2;11,98
21356;09.02.2024;1;11,98
21356;09.02.2024;2;11,98
21356;10.02.2024;1;11,98
21356;10.02.2024;2;11,98
21356;11.02.2024;1;11,98
21356;11.02.2024;2;11,98
21356;12.02.2024;1;11,98
21356;12.02.2024;2;11,98
21356;13.02.2024;1;11,98
21356;13.02.2024;2;11,98
21356;14.02.2024;1;11,98
21356;14.02.2024;2;11,98
21356;15.02.2024;1;11,98
21356;15.02.2024;2;11,98
21356;16.02.2024;1;11,98
21356;16.02.2024;2;11,98
21356;17.02.2024;1;11,98
21356;17.02.2024;2;11,98
21356;18.02.2024;1;11,98
21356;18.02.2024;2;11,98
21356;19.02.2024;1;11,98
21356;19.02.2024;2;11,98
21356;20.02.2024;1;11,98
21356;20.02.2024;2;11,98
21356;21.02.2024;1;11,98
21356;21.02.2024;2;11,98
21356;22.02.2024;1;11,98
21356;22.02.2024;2;11,98
21356;23.02.2024;1;11,98
21356;23.02.2024;2;11,98
21356;24.02.2024;1;11,98
21356;24.02.2024;2;11,98
21356;25.02.2024;1;11,98
21356;25.02.2024;2;11,98
21356;26.02.2024;1;2,28
21356;26.02.2024;2;2,76
21356;27.02.2024;1;2,28
21356;27.02.2024;2;2,76
21356;28.02.2024;1;2,28
21356;28.02.2024;2;2,76
24050;01.11.2023;1;10,43
24050;01.11.2023;2;10,43
24050;02.11.2023;1;10,43
24050;02.11.2023;2;10,43
24050;03.11.2023;1;0
24050;03.11.2023;2;0
24050;04.11.2023;1;10,43
24050;04.11.2023;2;10,43
24050;05.11.2023;1;10,43
24050;05.11.2023;2;10,43
24050;06.11.2023;1;10,43
24050;06.11.2023;2;10,43
24050;07.11.2023;1;10,43
24050;07.11.2023;2;10,43
24050;08.11.2023;1;10,43
24050;08.11.2023;2;10,43
24050;09.11.2023;1;10,43
24050;09.11.2023;2;10,43
24050;10.11.2023;1;0
24050;10.11.2023;2;0
24050;11.11.2023;1;0
24050;11.11.2023;2;0
24050;12.11.2023;1;0
24050;12.11.2023;2;0
24050;13.11.2023;1;0
24050;13.11.2023;2;0
24050;14.11.2023;1;0
24050;14.11.2023;2;0
24050;15.11.2023;1;0
24050;15.11.2023;2;0
24050;16.11.2023;1;0
24050;16.11.2023;2;0
24050;17.11.2023;1;0
24050;17.11.2023;2;0
24050;18.11.2023;1;0
24050;18.11.2023;2;0
24050;19.11.2023;1;0
24050;19.11.2023;2;0
24050;20.11.2023;1;0
24050;20.11.2023;2;0
24050;21.11.2023;1;0
24050;21.11.2023;2;0
24050;22.11.2023;1;0
24050;22.11.2023;2;0
24050;23.11.2023;1;0
24050;23.11.2023;2;0
24050;24.11.2023;1;0
24050;24.11.2023;2;0
24050;25.11.2023;1;0
24050;25.11.2023;2;0
24050;26.11.2023;1;0
24050;26.11.2023;2;0
24050;27.11.2023;1;10,43
24050;27.11.2023;2;10,43
24050;28.11.2023;1;10,43
24050;28.11.2023;2;10,43
24050;29.11.2023;1;10,43
24050;29.11.2023;2;10,43
24050;30.11.2023;1;10,43
24050;30.11.2023;2;10,43
24050;01.12.2023;1;0
24050;01.12.2023;2;0
24050;02.12.2023;1;10,43
24050;02.12.2023;2;10,43
24050;03.12.2023;1;10,43
24050;03.12.2023;2;10,43
24050;04.12.2023;1;10,43
24050;04.12.2023;2;10,43
24050;05.12.2023;1;10,43
24050;05.12.2023;2;10,43
24050;06.12.2023;1;10,43
24050;06.12.2023;2;10,43
24050;07.12.2023;1;10,43
24050;07.12.2023;2;10,43
24050;08.12.2023;1;0
24050;08.12.2023;2;0
24050;09.12.2023;1;10,43
24050;09.12.2023;2;10,43
24050;10.12.2023;1;10,43
24050;10.12.2023;2;10,43
24050;11.12.2023;1;10,43
24050;11.12.2023;2;10,43
24050;12.12.2023;1;10,43
24050;12.12.2023;2;10,43
24050;13.12.2023;1;10,43
24050;13.12.2023;2;10,43
24050;14.12.2023;1;10,43
24050;14.12.2023;2;10,43
24050;15.12.2023;1;0
24050;15.12.2023;2;0
24050;16.12.2023;1;10,43
24050;16.12.2023;2;10,43
24050;17.12.2023;1;10,43
24050;17.12.2023;2;10,43
24050;18.12.2023;1;10,43
24050;18.12.2023;2;10,43
24050;19.12.2023;1;10,43
24050;19.12.2023;2;10,43
24050;20.12.2023;1;10,43
24050;20.12.2023;2;10,43
24050;21.12.2023;1;10,43
24050;21.12.2023;2;10,43
24050;22.12.2023;1;0
24050;22.12.2023;2;0
24050;23.12.2023;1;10,43
24050;23.12.2023;2;10,43
24050;24.12.2023;1;10,43
24050;24.12.2023;2;10,43
24050;25.12.2023;1;10,43
24050;25.12.2023;2;10,43
24050;26.12.2023;1;10,43
24050;26.12.2023;2;10,43
24050;27.12.2023;1;10,43
24050;27.12.2023;2;10,43
24050;28.12.2023;1;10,43
24050;28.12.2023;2;10,43
24050;29.12.2023;1;0
24050;29.12.2023;2;0
24050;30.12.2023;1;0
24050;30.12.2023;2;0
24050;31.12.2023;1;0
24050;31.12.2023;2;0
24050;01.01.2024;1;0
24050;01.01.2024;2;0
24050;02.01.2024;1;0
24050;02.01.2024;2;0
24050;03.01.2024;1;0
24050;03.01.2024;2;0
24050;04.01.2024;1;0
24050;04.01.2024;2;0
24050;05.01.2024;1;0
24050;05.01.2024;2;0
24050;06.01.2024;1;0
24050;06.01.2024;2;0
24050;07.01.2024;1;0
24050;07.01.2024;2;0
24050;08.01.2024;1;0
24050;08.01.2024;2;0
24050;09.01.2024;1;10,43
24050;09.01.2024;2;10,43
24050;10.01.2024;1;10,43
24050;10.01.2024;2;10,43
24050;11.01.2024;1;10,43
24050;11.01.2024;2;10,43
24050;12.01.2024;1;0
24050;12.01.2024;2;0
24050;13.01.2024;1;10,43
24050;13.01.2024;2;10,43
24050;14.01.2024;1;10,43
24050;14.01.2024;2;10,43
24050;15.01.2024;1;10,43
24050;15.01.2024;2;10,43
24050;16.01.2024;1;10,43
24050;16.01.2024;2;10,43
24050;17.01.2024;1;10,43
24050;17.01.2024;2;10,43
24050;18.01.2024;1;10,43
24050;18.01.2024;2;10,43
24050;19.01.2024;1;0
24050;19.01.2024;2;0
24050;20.01.2024;1;10,43
24050;20.01.2024;2;10,43
24050;21.01.2024;1;10,43
24050;21.01.2024;2;10,43
24050;22.01.2024;1;10,43
24050;22.01.2024;2;10,43
24050;23.01.2024;1;10,43
24050;23.01.2024;2;10,43
24050;24.01.2024;1;10,43
24050;24.01.2024;2;10,43
24050;25.01.2024;1;10,43
24050;25.01.2024;2;10,43
24050;26.01.2024;1;0
24050;26.01.2024;2;0
24050;27.01.2024;1;10,43
24050;27.01.2024;2;10,43
24050;28.01.2024;1;10,43
24050;28.01.2024;2;10,43
24050;29.01.2024;1;10,43
24050;29.01.2024;2;10,43
24050;30.01.2024;1;10,43
24050;30.01.2024;2;10,43
24050;31.01.2024;1;10,43
24050;31.01.2024;2;10,43
24050;01.02.2024;1;10,43
24050;01.02.2024;2;10,43
24050;02.02.2024;1;0
24050;02.02.2024;2;0
24050;03.02.2024;1;10,43
24050;03.02.2024;2;10,43
24050;04.02.2024;1;10,43
24050;04.02.2024;2;10,43
24050;05.02.2024;1;10,43
24050;05.02.2024;2;10,43
24050;06.02.2024;1;10,43
24050;06.02.2024;2;10,43
24050;07.02.2024;1;10,43
24050;07.02.2024;2;10,43
24050;08.02.2024;1;10,43
24050;08.02.2024;2;10,43
24050;09.02.2024;1;0
24050;09.02.2024;2;0
24050;10.02.2024;1;10,43
24050;10.02.2024;2;10,43
24050;11.02.2024;1;10,43
24050;11.02.2024;2;10,43
24050;12.02.2024;1;10,43
24050;12.02.2024;2;10,43
24050;13.02.2024;1;10,43
24050;13.02.2024;2;10,43
24050;14.02.2024;1;10,43
24050;14.02.2024;2;10,43
24050;15.02.2024;1;10,43
24050;15.02.2024;2;10,43
24050;16.02.2024;1;0
24050;16.02.2024;2;0
24050;17.02.2024;1;10,43
24050;17.02.2024;2;10,43
24050;18.02.2024;1;10,43
24050;18.02.2024;2;10,43
24050;19.02.2024;1;10,43
24050;19.02.2024;2;10,43
24050;20.02.2024;1;10,43
24050;20.02.2024;2;10,43
24050;21.02.2024;1;10,43
24050;21.02.2024;2;10,43
24050;22.02.2024;1;10,43
24050;22.02.2024;2;10,43
24050;23.02.2024;1;0
24050;23.02.2024;2;0
24050;24.02.2024;1;10,43
24050;24.02.2024;2;10,43
24050;25.02.2024;1;10,43
24050;25.02.2024;2;10,43
24050;26.02.2024;1;10,43
24050;26.02.2024;2;10,43
24050;27.02.2024;1;10,43
24050;27.02.2024;2;10,43
24050;28.02.2024;1;10,43
24050;28.02.2024;2;10,43
24224;01.11.2023;1;0,96
24224;01.11.2023;2;0,96
24224;02.11.2023;1;0,96
24224;02.11.2023;2;0,96
24224;03.11.2023;1;0,96
24224;03.11.2023;2;0,96
24224;04.11.2023;1;0,96
24224;04.11.2023;2;0,96
24224;05.11.2023;1;0,96
24224;05.11.2023;2;0,96
24224;06.11.2023;1;0,96
24224;06.11.2023;2;0,96
24224;07.11.2023;1;0,96
24224;07.11.2023;2;0,96
24224;08.11.2023;1;0,96
24224;08.11.2023;2;0,96
24224;09.11.2023;1;0,96
24224;09.11.2023;2;0,96
24224;10.11.2023;1;0,96
24224;10.11.2023;2;0,96
24224;11.11.2023;1;0,96
24224;11.11.2023;2;0,96
24224;12.11.2023;1;0,96
24224;12.11.2023;2;0,96
24224;13.11.2023;1;0,96
24224;13.11.2023;2;0,96
24224;14.11.2023;1;0,96
24224;14.11.2023;2;0,96
24224;15.11.2023;1;0,96
24224;15.11.2023;2;0,96
24224;16.11.2023;1;0,96
24224;16.11.2023;2;0,96
24224;17.11.2023;1;0,96
24224;17.11.2023;2;0,96
24224;18.11.2023;1;0,96
24224;18.11.2023;2;0,96
24224;19.11.2023;1;0,96
24224;19.11.2023;2;0,96
24224;20.11.2023;1;0,96
24224;20.11.2023;2;0,96
24224;21.11.2023;1;0,96
24224;21.11.2023;2;0,96
24224;22.11.2023;1;0,96
24224;22.11.2023;2;0,96
24224;23.11.2023;1;0,96
24224;23.11.2023;2;0,96
24224;24.11.2023;1;0,96
24224;24.11.2023;2;0,96
24224;25.11.2023;1;0,96
24224;25.11.2023;2;0,96
24224;26.11.2023;1;0,96
24224;26.11.2023;2;0,96
24224;27.11.2023;1;0,96
24224;27.11.2023;2;0,96
24224;28.11.2023;1;0,96
24224;28.11.2023;2;0,96
24224;29.11.2023;1;0,96
24224;29.11.2023;2;0,96
24224;30.11.2023;1;0,96
24224;30.11.2023;2;0,96
24224;01.12.2023;1;0,96
24224;01.12.2023;2;0,96
24224;02.12.2023;1;0,96
24224;02.12.2023;2;0,96
24224;03.12.2023;1;0,96
24224;03.12.2023;2;0,96
24224;04.12.2023;1;0,96
24224;04.12.2023;2;0,96
24224;05.12.2023;1;0,96
24224;05.12.2023;2;0,96
24224;06.12.2023;1;0,96
24224;06.12.2023;2;0,96
24224;07.12.2023;1;0,96
24224;07.12.2023;2;0,96
24224;08.12.2023;1;0,96
24224;08.12.2023;2;0,96
24224;09.12.2023;1;0,96
24224;09.12.2023;2;0,96
24224;10.12.2023;1;0,96
24224;10.12.2023;2;0,96
24224;11.12.2023;1;0,96
24224;11.12.2023;2;0,96
24224;12.12.2023;1;0,96
24224;12.12.2023;2;0,96
24224;13.12.2023;1;0,96
24224;13.12.2023;2;0,96
24224;14.12.2023;1;0,96
24224;14.12.2023;2;0,96
24224;15.12.2023;1;0,96
24224;15.12.2023;2;0,96
24224;16.12.2023;1;0,96
24224;16.12.2023;2;0,96
24224;17.12.2023;1;0,96
24224;17.12.2023;2;0,96
24224;18.12.2023;1;0,96
24224;18.12.2023;2;0,96
24224;19.12.2023;1;0,96
24224;19.12.2023;2;0,96
24224;20.12.2023;1;0,96
24224;20.12.2023;2;0,96
24224;21.12.2023;1;0,96
24224;21.12.2023;2;0,96
24224;22.12.2023;1;0,96
24224;22.12.2023;2;0,96
24224;23.12.2023;1;0,96
24224;23.12.2023;2;0,96
24224;24.12.2023;1;0,96
24224;24.12.2023;2;0,96
24224;25.12.2023;1;0,96
24224;25.12.2023;2;0,96
24224;26.12.2023;1;0,96
24224;26.12.2023;2;0,96
24224;27.12.2023;1;0,96
24224;27.12.2023;2;0,96
